node,tx_count,total_amount,avg_amount,max_amount,std_amount,tx_frequency
C1981510693,1,24217.05,24217.05,24217.05,0.0,1.0
C1981548250,1,174027.45,174027.45,174027.45,0.0,1.0
C198163028,1,20638.38,20638.38,20638.38,0.0,1.0
C1981647392,1,42127.06,42127.06,42127.06,0.0,1.0
C1981658895,1,10808.5,10808.5,10808.5,0.0,1.0
C1981682320,1,2396.06,2396.06,2396.06,0.0,1.0
C1981689009,1,12114.61,12114.61,12114.61,0.0,1.0
C1981708431,1,30070.91,30070.91,30070.91,0.0,1.0
C1981719029,1,7590.33,7590.33,7590.33,0.0,1.0
C1981724048,1,314195.59,314195.59,314195.59,0.0,1.0
C1981749800,1,142435.75,142435.75,142435.75,0.0,1.0
C198175742,1,302876.19,302876.19,302876.19,0.0,1.0
C1981812425,1,1879555.48,1879555.48,1879555.48,0.0,1.0
C198184313,1,9640.01,9640.01,9640.01,0.0,1.0
C198187011,1,208736.4,208736.4,208736.4,0.0,1.0
C1981924343,1,39922.66,39922.66,39922.66,0.0,1.0
C1981943537,1,60660.98,60660.98,60660.98,0.0,1.0
C1981965593,1,207356.01,207356.01,207356.01,0.0,1.0
C1981966090,1,89528.21,89528.21,89528.21,0.0,1.0
C1981989342,1,322513.83,322513.83,322513.83,0.0,1.0
C1982072255,1,585796.59,585796.59,585796.59,0.0,1.0
C1982074270,1,170962.17,170962.17,170962.17,0.0,1.0
C1982131517,1,115400.94,115400.94,115400.94,0.0,1.0
C1982150869,1,112328.78,112328.78,112328.78,0.0,1.0
C1982154291,1,102098.32,102098.32,102098.32,0.0,1.0
C1982208187,1,386540.33,386540.33,386540.33,0.0,1.0
C1982216126,1,5898.58,5898.58,5898.58,0.0,1.0
C1982275399,1,11521.72,11521.72,11521.72,0.0,1.0
C198232599,1,31504.27,31504.27,31504.27,0.0,1.0
C1982404838,1,1331086.47,1331086.47,1331086.47,0.0,1.0
C1982426595,1,25481.78,25481.78,25481.78,0.0,1.0
C1982426861,1,8600.35,8600.35,8600.35,0.0,1.0
C1982440182,1,36944.33,36944.33,36944.33,0.0,1.0
C1982496713,1,602954.1,602954.1,602954.1,0.0,1.0
C1982535825,1,9522.89,9522.89,9522.89,0.0,1.0
C1982672460,1,578580.68,578580.68,578580.68,0.0,1.0
C1982708114,1,905112.26,905112.26,905112.26,0.0,1.0
C1982712159,1,18876.65,18876.65,18876.65,0.0,1.0
C1982772129,1,14679.05,14679.05,14679.05,0.0,1.0
C1982893466,1,200543.21,200543.21,200543.21,0.0,1.0
C1982954957,1,86514.23,86514.23,86514.23,0.0,1.0
C1983171940,1,11437.42,11437.42,11437.42,0.0,1.0
C1983236161,1,11577.9,11577.9,11577.9,0.0,1.0
C1983278127,1,5346.02,5346.02,5346.02,0.0,1.0
C1983283037,1,28428.69,28428.69,28428.69,0.0,1.0
C1983283775,1,4378.75,4378.75,4378.75,0.0,1.0
C1983300267,1,5456.33,5456.33,5456.33,0.0,1.0
C1983347256,1,1909.32,1909.32,1909.32,0.0,1.0
C1983354774,1,13476.01,13476.01,13476.01,0.0,1.0
C198341554,1,4754.82,4754.82,4754.82,0.0,1.0
C1983472905,1,130407.77,130407.77,130407.77,0.0,1.0
C198374825,1,3660.66,3660.66,3660.66,0.0,1.0
C1983839528,1,12092.13,12092.13,12092.13,0.0,1.0
C1983856728,1,489211.85,489211.85,489211.85,0.0,1.0
C1983875772,1,816418.21,816418.21,816418.21,0.0,1.0
C1983907462,1,148.54,148.54,148.54,0.0,1.0
C1983925033,1,4112.91,4112.91,4112.91,0.0,1.0
C1983929422,1,389303.8,389303.8,389303.8,0.0,1.0
C1983948209,1,6490.35,6490.35,6490.35,0.0,1.0
C1984021735,1,171845.69,171845.69,171845.69,0.0,1.0
C1984094095,1,311685.89,311685.89,311685.89,0.0,1.0
C1984104410,1,8516.42,8516.42,8516.42,0.0,1.0
C1984135393,1,215102.68,215102.68,215102.68,0.0,1.0
C1984147986,1,10367.48,10367.48,10367.48,0.0,1.0
C1984202276,1,1196065.21,1196065.21,1196065.21,0.0,1.0
C1984262233,1,31546.86,31546.86,31546.86,0.0,1.0
C1984264008,1,209860.6,209860.6,209860.6,0.0,1.0
C198434567,1,91102.49,91102.49,91102.49,0.0,1.0
C1984435835,1,230785.1,230785.1,230785.1,0.0,1.0
C1984446835,1,8300.45,8300.45,8300.45,0.0,1.0
C1984568893,1,5305.94,5305.94,5305.94,0.0,1.0
C1984623715,1,1454.22,1454.22,1454.22,0.0,1.0
C198462909,1,190683.28,190683.28,190683.28,0.0,1.0
C1984773924,1,5854.27,5854.27,5854.27,0.0,1.0
C1984779424,1,1795.75,1795.75,1795.75,0.0,1.0
C1984786708,1,62061.18,62061.18,62061.18,0.0,1.0
C1984803180,1,214376.36,214376.36,214376.36,0.0,1.0
C1984889185,1,6372.39,6372.39,6372.39,0.0,1.0
C1984954272,1,10539.37,10539.37,10539.37,0.0,1.0
C1985028494,1,282.42,282.42,282.42,0.0,1.0
C1985041851,1,3230.38,3230.38,3230.38,0.0,1.0
C1985044091,1,12299.79,12299.79,12299.79,0.0,1.0
C1985068007,1,16039.74,16039.74,16039.74,0.0,1.0
C1985129385,1,37480.55,37480.55,37480.55,0.0,1.0
C1985178707,1,2707.95,2707.95,2707.95,0.0,1.0
C1985208585,1,430284.11,430284.11,430284.11,0.0,1.0
C1985217418,1,141023.13,141023.13,141023.13,0.0,1.0
C1985272114,1,72547.35,72547.35,72547.35,0.0,1.0
C1985273114,1,9477.88,9477.88,9477.88,0.0,1.0
C1985362663,1,272453.68,272453.68,272453.68,0.0,1.0
C1985374513,1,124384.23,124384.23,124384.23,0.0,1.0
C1985376876,1,5536.1,5536.1,5536.1,0.0,1.0
C1985424831,1,26104.35,26104.35,26104.35,0.0,1.0
C1985435886,1,220822.63,220822.63,220822.63,0.0,1.0
C1985467039,1,5402.3,5402.3,5402.3,0.0,1.0
C1985730631,1,182480.93,182480.93,182480.93,0.0,1.0
C1985822273,1,145378.85,145378.85,145378.85,0.0,1.0
C1985832925,1,10606.95,10606.95,10606.95,0.0,1.0
C1985868550,1,7670.37,7670.37,7670.37,0.0,1.0
C1985894997,1,14709.78,14709.78,14709.78,0.0,1.0
C1985932672,1,268632.93,268632.93,268632.93,0.0,1.0
C1985938863,1,40684.97,40684.97,40684.97,0.0,1.0
C198596885,1,189885.79,189885.79,189885.79,0.0,1.0
C198599109,1,29685.63,29685.63,29685.63,0.0,1.0
C1986018370,1,5020.11,5020.11,5020.11,0.0,1.0
C198607281,1,7157.58,7157.58,7157.58,0.0,1.0
C1986103336,1,7332.22,7332.22,7332.22,0.0,1.0
C1986121021,1,99583.11,99583.11,99583.11,0.0,1.0
C198613820,1,12734.62,12734.62,12734.62,0.0,1.0
C1986157011,1,7066.83,7066.83,7066.83,0.0,1.0
C1986411010,1,120552.07,120552.07,120552.07,0.0,1.0
C1986550448,1,1626960.47,1626960.47,1626960.47,0.0,1.0
C198662021,1,15319.18,15319.18,15319.18,0.0,1.0
C1986633992,1,293049.7,293049.7,293049.7,0.0,1.0
C1986704180,1,1295.17,1295.17,1295.17,0.0,1.0
C1986712454,1,18898.21,18898.21,18898.21,0.0,1.0
C1986769557,1,796.93,796.93,796.93,0.0,1.0
C1986799253,1,86570.52,86570.52,86570.52,0.0,1.0
C1986820389,1,14271.28,14271.28,14271.28,0.0,1.0
C1986847477,1,267911.35,267911.35,267911.35,0.0,1.0
C1987071015,1,228313.76,228313.76,228313.76,0.0,1.0
C1987154353,1,105173.53,105173.53,105173.53,0.0,1.0
C1987164036,1,196685.26,196685.26,196685.26,0.0,1.0
C1987186764,1,131191.42,131191.42,131191.42,0.0,1.0
C1987221006,1,19937.81,19937.81,19937.81,0.0,1.0
C1987239290,1,4483.02,4483.02,4483.02,0.0,1.0
C1987318461,1,23774.99,23774.99,23774.99,0.0,1.0
C1987354705,1,3014.72,3014.72,3014.72,0.0,1.0
C1987377620,1,16703.28,16703.28,16703.28,0.0,1.0
C1987393553,1,456683.48,456683.48,456683.48,0.0,1.0
C1987420447,1,2542189.14,2542189.14,2542189.14,0.0,1.0
C1987427684,1,168728.25,168728.25,168728.25,0.0,1.0
C198744660,1,6400.17,6400.17,6400.17,0.0,1.0
C1987455728,1,1713.6,1713.6,1713.6,0.0,1.0
C1987494412,1,116563.42,116563.42,116563.42,0.0,1.0
C1987624853,1,300648.81,300648.81,300648.81,0.0,1.0
C1987707214,1,311.28,311.28,311.28,0.0,1.0
C1987848069,1,286931.87,286931.87,286931.87,0.0,1.0
C1987952182,1,318437.3,318437.3,318437.3,0.0,1.0
C1987977423,1,2131.84,2131.84,2131.84,0.0,1.0
C1988011356,1,316564.38,316564.38,316564.38,0.0,1.0
C1988014050,1,458399.46,458399.46,458399.46,0.0,1.0
C1988083111,1,48858.79,48858.79,48858.79,0.0,1.0
C1988124466,1,23795.06,23795.06,23795.06,0.0,1.0
C1988131831,1,3595.74,3595.74,3595.74,0.0,1.0
C1988146206,1,20680.73,20680.73,20680.73,0.0,1.0
C1988148908,1,107057.5,107057.5,107057.5,0.0,1.0
C1988181398,1,15379.72,15379.72,15379.72,0.0,1.0
C198821402,1,257813.48,257813.48,257813.48,0.0,1.0
C1988224951,1,902998.13,902998.13,902998.13,0.0,1.0
C1988249138,1,129183.56,129183.56,129183.56,0.0,1.0
C1988327883,1,41.81,41.81,41.81,0.0,1.0
C1988350386,1,287077.37,287077.37,287077.37,0.0,1.0
C1988389407,1,25094.96,25094.96,25094.96,0.0,1.0
C1988445830,1,662052.68,662052.68,662052.68,0.0,1.0
C1988560864,1,5107.41,5107.41,5107.41,0.0,1.0
C1988563423,1,12245.68,12245.68,12245.68,0.0,1.0
C1988572252,1,1885.14,1885.14,1885.14,0.0,1.0
C1988584481,1,24324.01,24324.01,24324.01,0.0,1.0
C1988616985,1,413293.14,413293.14,413293.14,0.0,1.0
C1988664928,1,119542.86,119542.86,119542.86,0.0,1.0
C1988746735,1,12462.9,12462.9,12462.9,0.0,1.0
C1988749621,1,340845.05,340845.05,340845.05,0.0,1.0
C1988803233,1,792.95,792.95,792.95,0.0,1.0
C1988857066,1,9220.82,9220.82,9220.82,0.0,1.0
C1988930055,1,7345.82,7345.82,7345.82,0.0,1.0
C1988937908,1,315550.92,315550.92,315550.92,0.0,1.0
C1988939205,1,11438.39,11438.39,11438.39,0.0,1.0
C1989062583,1,6997.51,6997.51,6997.51,0.0,1.0
C1989073305,1,27088.16,27088.16,27088.16,0.0,1.0
C1989092248,1,15883.71,15883.71,15883.71,0.0,1.0
C1989111678,1,872458.01,872458.01,872458.01,0.0,1.0
C1989120602,1,13079.03,13079.03,13079.03,0.0,1.0
C1989178633,1,159200.06,159200.06,159200.06,0.0,1.0
C1989194021,1,21491.34,21491.34,21491.34,0.0,1.0
C1989245518,1,54958.96,54958.96,54958.96,0.0,1.0
C1989329129,1,3666.25,3666.25,3666.25,0.0,1.0
C1989332276,1,5480.96,5480.96,5480.96,0.0,1.0
C1989362654,1,303655.77,303655.77,303655.77,0.0,1.0
C1989457105,1,431532.9,431532.9,431532.9,0.0,1.0
C1989495347,1,398354.37,398354.37,398354.37,0.0,1.0
C1989533325,1,506938.94,506938.94,506938.94,0.0,1.0
C1989561344,1,2379999.99,2379999.99,2379999.99,0.0,1.0
C1989644147,1,173200.12,173200.12,173200.12,0.0,1.0
C1989662027,1,168359.49,168359.49,168359.49,0.0,1.0
C1989693491,1,531381.79,531381.79,531381.79,0.0,1.0
C1989719972,1,6546.7,6546.7,6546.7,0.0,1.0
C1989745462,1,304732.04,304732.04,304732.04,0.0,1.0
C1989814391,1,81280.51,81280.51,81280.51,0.0,1.0
C1989854031,1,441973.61,441973.61,441973.61,0.0,1.0
C1989866894,1,391295.03,391295.03,391295.03,0.0,1.0
C1989877020,1,26884.31,26884.31,26884.31,0.0,1.0
C1989968081,1,548931.88,548931.88,548931.88,0.0,1.0
C199006010,1,2819.28,2819.28,2819.28,0.0,1.0
C1990156323,1,14703.98,14703.98,14703.98,0.0,1.0
C1990222370,1,202403.93,202403.93,202403.93,0.0,1.0
C1990234380,1,9238.98,9238.98,9238.98,0.0,1.0
C1990315034,1,10815.32,10815.32,10815.32,0.0,1.0
C1990355318,1,28832.9,28832.9,28832.9,0.0,1.0
C1990419108,1,3616.2,3616.2,3616.2,0.0,1.0
C1990421361,1,166817.98,166817.98,166817.98,0.0,1.0
C1990474058,1,24420.29,24420.29,24420.29,0.0,1.0
C1990507267,1,69368.89,69368.89,69368.89,0.0,1.0
C1990629779,1,546165.38,546165.38,546165.38,0.0,1.0
C1990629981,1,2637647.17,2637647.17,2637647.17,0.0,1.0
C1990666779,1,163526.63,163526.63,163526.63,0.0,1.0
C1990696338,1,173968.57,173968.57,173968.57,0.0,1.0
C1990733619,1,973.18,973.18,973.18,0.0,1.0
C1990747767,1,7388.49,7388.49,7388.49,0.0,1.0
C199076007,1,942403.4,942403.4,942403.4,0.0,1.0
C1990800252,1,468780.55,468780.55,468780.55,0.0,1.0
C1990883126,1,209299.97,209299.97,209299.97,0.0,1.0
C1990937013,1,258021.25,258021.25,258021.25,0.0,1.0
C199097599,1,1698747.82,1698747.82,1698747.82,0.0,1.0
C1990991088,1,7804.57,7804.57,7804.57,0.0,1.0
C1991018396,1,52368.87,52368.87,52368.87,0.0,1.0
C1991019581,1,175995.9,175995.9,175995.9,0.0,1.0
C1991022811,1,2037.57,2037.57,2037.57,0.0,1.0
C1991031396,1,42750.19,42750.19,42750.19,0.0,1.0
C1991084931,1,342360.54,342360.54,342360.54,0.0,1.0
C1991094835,1,9755.38,9755.38,9755.38,0.0,1.0
C1991123320,1,984.22,984.22,984.22,0.0,1.0
C199116739,1,11813.5,11813.5,11813.5,0.0,1.0
C1991193781,1,2939.48,2939.48,2939.48,0.0,1.0
C1991201238,1,1911.57,1911.57,1911.57,0.0,1.0
C1991237874,1,203998.24,203998.24,203998.24,0.0,1.0
C1991265870,1,369688.33,369688.33,369688.33,0.0,1.0
C1991286553,1,14444.77,14444.77,14444.77,0.0,1.0
C1991290395,1,4508.96,4508.96,4508.96,0.0,1.0
C1991303641,1,1339126.13,1339126.13,1339126.13,0.0,1.0
C1991386317,1,46961.7,46961.7,46961.7,0.0,1.0
C1991399716,1,4805.73,4805.73,4805.73,0.0,1.0
C1991419075,1,163894.74,163894.74,163894.74,0.0,1.0
C1991430307,1,77465.62,77465.62,77465.62,0.0,1.0
C1991452905,1,299.14,299.14,299.14,0.0,1.0
C199150625,1,454.51,454.51,454.51,0.0,1.0
C1991519218,1,14470.04,14470.04,14470.04,0.0,1.0
C1991532072,1,21355.2,21355.2,21355.2,0.0,1.0
C1991574288,1,9575.45,9575.45,9575.45,0.0,1.0
C1991622951,1,4560.65,4560.65,4560.65,0.0,1.0
C1991627030,1,270914.28,270914.28,270914.28,0.0,1.0
C1991635952,1,1795.83,1795.83,1795.83,0.0,1.0
C1991656106,1,2908.53,2908.53,2908.53,0.0,1.0
C1991686255,1,1759.63,1759.63,1759.63,0.0,1.0
C1991686867,1,5656.37,5656.37,5656.37,0.0,1.0
C1991697835,1,5904.6,5904.6,5904.6,0.0,1.0
C1991757351,1,414710.03,414710.03,414710.03,0.0,1.0
C1991803494,1,75742.21,75742.21,75742.21,0.0,1.0
C1991818678,1,739.37,739.37,739.37,0.0,1.0
C1991869644,1,4242.36,4242.36,4242.36,0.0,1.0
C1991958265,1,16766.61,16766.61,16766.61,0.0,1.0
C1992012690,1,24001.01,24001.01,24001.01,0.0,1.0
C1992062557,1,15786.81,15786.81,15786.81,0.0,1.0
C1992071755,1,118825.48,118825.48,118825.48,0.0,1.0
C1992181625,1,219337.23,219337.23,219337.23,0.0,1.0
C199219043,1,11295.6,11295.6,11295.6,0.0,1.0
C1992235960,1,7891.04,7891.04,7891.04,0.0,1.0
C1992351668,1,614325.32,614325.32,614325.32,0.0,1.0
C1992367962,1,7622.93,7622.93,7622.93,0.0,1.0
C1992387627,1,9071.77,9071.77,9071.77,0.0,1.0
C1992471049,1,589.47,589.47,589.47,0.0,1.0
C1992514416,1,197297.17,197297.17,197297.17,0.0,1.0
C1992616176,1,193425.39,193425.39,193425.39,0.0,1.0
C1992734352,1,1141431.34,1141431.34,1141431.34,0.0,1.0
C1992801971,1,5842.61,5842.61,5842.61,0.0,1.0
C1992806945,1,5327.92,5327.92,5327.92,0.0,1.0
C1992843648,1,106682.11,106682.11,106682.11,0.0,1.0
C1992844647,1,2166.7,2166.7,2166.7,0.0,1.0
C1992858939,1,5671.6,5671.6,5671.6,0.0,1.0
C1992901838,1,13040.09,13040.09,13040.09,0.0,1.0
C1992987405,1,498558.16,498558.16,498558.16,0.0,1.0
C1993003076,1,110015.3,110015.3,110015.3,0.0,1.0
C1993004305,1,125471.79,125471.79,125471.79,0.0,1.0
C1993065230,1,47049.61,47049.61,47049.61,0.0,1.0
C1993077137,1,79923.08,79923.08,79923.08,0.0,1.0
C1993106983,1,10074.48,10074.48,10074.48,0.0,1.0
C1993108520,1,190361.82,190361.82,190361.82,0.0,1.0
C1993112956,1,194936.51,194936.51,194936.51,0.0,1.0
C1993137729,1,15349.39,15349.39,15349.39,0.0,1.0
C1993184051,1,122433.63,122433.63,122433.63,0.0,1.0
C1993226485,1,88156.99,88156.99,88156.99,0.0,1.0
C199329503,1,20669.8,20669.8,20669.8,0.0,1.0
C1993304941,1,6359.06,6359.06,6359.06,0.0,1.0
C1993361957,1,66231.84,66231.84,66231.84,0.0,1.0
C1993402066,1,309912.85,309912.85,309912.85,0.0,1.0
C1993454966,1,7761.7,7761.7,7761.7,0.0,1.0
C1993456283,1,381193.98,381193.98,381193.98,0.0,1.0
C199345656,1,20325.1,20325.1,20325.1,0.0,1.0
C1993471722,1,280736.2,280736.2,280736.2,0.0,1.0
C1993568709,1,3070.57,3070.57,3070.57,0.0,1.0
C1993671693,1,250091.9,250091.9,250091.9,0.0,1.0
C1993691055,1,2659.1,2659.1,2659.1,0.0,1.0
C1993693758,1,80074.58,80074.58,80074.58,0.0,1.0
C1993700935,1,20205.55,20205.55,20205.55,0.0,1.0
C1993728313,1,7208.3,7208.3,7208.3,0.0,1.0
C1993743717,1,21634.11,21634.11,21634.11,0.0,1.0
C199377538,1,131035.28,131035.28,131035.28,0.0,1.0
C1993862226,1,25039.87,25039.87,25039.87,0.0,1.0
C1993908289,1,278794.7,278794.7,278794.7,0.0,1.0
C1993930311,1,5740.18,5740.18,5740.18,0.0,1.0
C1993936181,1,147694.18,147694.18,147694.18,0.0,1.0
C1993983686,1,455922.51,455922.51,455922.51,0.0,1.0
C1994048526,1,28768.03,28768.03,28768.03,0.0,1.0
C1994082915,1,27645.18,27645.18,27645.18,0.0,1.0
C1994085390,1,219583.95,219583.95,219583.95,0.0,1.0
C1994141393,1,213079.28,213079.28,213079.28,0.0,1.0
C1994161115,1,156138.02,156138.02,156138.02,0.0,1.0
C199425383,1,424207.68,424207.68,424207.68,0.0,1.0
C1994263353,1,159764.96,159764.96,159764.96,0.0,1.0
C199427568,1,2766.7,2766.7,2766.7,0.0,1.0
C1994353703,1,400804.29,400804.29,400804.29,0.0,1.0
C1994426618,1,87705.98,87705.98,87705.98,0.0,1.0
C1994458887,1,216522.39,216522.39,216522.39,0.0,1.0
C1994471008,1,78423.74,78423.74,78423.74,0.0,1.0
C1994472181,1,733.62,733.62,733.62,0.0,1.0
C1994476807,1,94129.6,94129.6,94129.6,0.0,1.0
C1994507667,1,7495.89,7495.89,7495.89,0.0,1.0
C1994524985,1,897435.0,897435.0,897435.0,0.0,1.0
C1994558264,1,5916.01,5916.01,5916.01,0.0,1.0
C1994564133,1,253.7,253.7,253.7,0.0,1.0
C1994710867,1,170745.6,170745.6,170745.6,0.0,1.0
C1994948512,1,109282.99,109282.99,109282.99,0.0,1.0
C1994977535,1,452224.91,452224.91,452224.91,0.0,1.0
C1994984869,1,221099.31,221099.31,221099.31,0.0,1.0
C1995042520,1,5885.13,5885.13,5885.13,0.0,1.0
C1995062754,1,9125.34,9125.34,9125.34,0.0,1.0
C1995076318,1,5925.22,5925.22,5925.22,0.0,1.0
C1995080315,1,186534.01,186534.01,186534.01,0.0,1.0
C1995129276,1,3628.92,3628.92,3628.92,0.0,1.0
C1995153217,1,8178.41,8178.41,8178.41,0.0,1.0
C1995216642,1,404233.2,404233.2,404233.2,0.0,1.0
C1995238107,1,462150.77,462150.77,462150.77,0.0,1.0
C1995273587,1,16103.22,16103.22,16103.22,0.0,1.0
C1995274266,1,9665.41,9665.41,9665.41,0.0,1.0
C199530541,1,7947.51,7947.51,7947.51,0.0,1.0
C1995320175,1,917.24,917.24,917.24,0.0,1.0
C1995369653,1,2730299.9,2730299.9,2730299.9,0.0,1.0
C1995416247,1,1847.63,1847.63,1847.63,0.0,1.0
C1995416915,1,15151.81,15151.81,15151.81,0.0,1.0
C1995423779,1,100555.08,100555.08,100555.08,0.0,1.0
C1995474732,1,190.48,190.48,190.48,0.0,1.0
C1995479488,1,5926.02,5926.02,5926.02,0.0,1.0
C199554447,1,179944.91,179944.91,179944.91,0.0,1.0
C1995559327,1,31066.52,31066.52,31066.52,0.0,1.0
C1995564142,1,16460.07,16460.07,16460.07,0.0,1.0
C1995575205,1,16311.21,16311.21,16311.21,0.0,1.0
C19956172,1,225401.08,225401.08,225401.08,0.0,1.0
C1995713040,1,68231.89,68231.89,68231.89,0.0,1.0
C1995774121,1,14895.07,14895.07,14895.07,0.0,1.0
C1995811724,1,251411.25,251411.25,251411.25,0.0,1.0
C199586625,1,419729.01,419729.01,419729.01,0.0,1.0
C1995952705,1,9067.51,9067.51,9067.51,0.0,1.0
C1996028938,1,41067.19,41067.19,41067.19,0.0,1.0
C1996070218,1,36361.73,36361.73,36361.73,0.0,1.0
C1996087296,1,244750.95,244750.95,244750.95,0.0,1.0
C1996087825,1,313891.14,313891.14,313891.14,0.0,1.0
C1996088496,1,15495.5,15495.5,15495.5,0.0,1.0
C1996096845,1,3363.94,3363.94,3363.94,0.0,1.0
C1996123427,1,61346.3,61346.3,61346.3,0.0,1.0
C1996155978,1,45591.23,45591.23,45591.23,0.0,1.0
C1996158650,1,460012.82,460012.82,460012.82,0.0,1.0
C1996221269,1,19794.17,19794.17,19794.17,0.0,1.0
C1996346865,1,13670.0,13670.0,13670.0,0.0,1.0
C1996415966,1,359461.46,359461.46,359461.46,0.0,1.0
C1996524424,1,604704.2,604704.2,604704.2,0.0,1.0
C1996620584,1,3920.64,3920.64,3920.64,0.0,1.0
C1996679237,1,304380.11,304380.11,304380.11,0.0,1.0
C1996723013,1,352060.81,352060.81,352060.81,0.0,1.0
C1996782453,1,430823.72,430823.72,430823.72,0.0,1.0
C19968422,1,2454.49,2454.49,2454.49,0.0,1.0
C1996854839,1,745.69,745.69,745.69,0.0,1.0
C1996894917,1,415600.55,415600.55,415600.55,0.0,1.0
C1996899491,1,103556.89,103556.89,103556.89,0.0,1.0
C1996954635,1,195613.53,195613.53,195613.53,0.0,1.0
C1997028929,1,71951.43,71951.43,71951.43,0.0,1.0
C1997071938,1,344054.26,344054.26,344054.26,0.0,1.0
C1997088151,1,7995.38,7995.38,7995.38,0.0,1.0
C1997113463,1,10842.78,10842.78,10842.78,0.0,1.0
C1997120117,1,40245.49,40245.49,40245.49,0.0,1.0
C1997218909,1,42799.87,42799.87,42799.87,0.0,1.0
C1997338598,1,30253.51,30253.51,30253.51,0.0,1.0
C1997344422,1,881.26,881.26,881.26,0.0,1.0
C1997357673,1,1328.59,1328.59,1328.59,0.0,1.0
C199737608,1,3947.91,3947.91,3947.91,0.0,1.0
C1997429982,1,366185.46,366185.46,366185.46,0.0,1.0
C1997431007,1,893768.49,893768.49,893768.49,0.0,1.0
C1997453018,1,22902.57,22902.57,22902.57,0.0,1.0
C1997475365,1,4313.51,4313.51,4313.51,0.0,1.0
C1997502451,1,35214.93,35214.93,35214.93,0.0,1.0
C1997502668,1,12837.75,12837.75,12837.75,0.0,1.0
C1997507718,1,1990810.46,1990810.46,1990810.46,0.0,1.0
C1997511868,1,117546.77,117546.77,117546.77,0.0,1.0
C1997520482,1,599.53,599.53,599.53,0.0,1.0
C199756175,1,119781.17,119781.17,119781.17,0.0,1.0
C1997625595,1,221452.04,221452.04,221452.04,0.0,1.0
C1997641481,1,1025.21,1025.21,1025.21,0.0,1.0
C1997681215,1,58630.53,58630.53,58630.53,0.0,1.0
C1997704619,1,1068.22,1068.22,1068.22,0.0,1.0
C1997705478,1,10722.42,10722.42,10722.42,0.0,1.0
C1997725558,1,223666.66,223666.66,223666.66,0.0,1.0
C1997745146,1,23416.39,23416.39,23416.39,0.0,1.0
C1997761779,1,77218.55,77218.55,77218.55,0.0,1.0
C1997797665,1,272447.16,272447.16,272447.16,0.0,1.0
C1997833207,1,8911.67,8911.67,8911.67,0.0,1.0
C1997843664,1,136551.85,136551.85,136551.85,0.0,1.0
C1997866676,1,27207.2,27207.2,27207.2,0.0,1.0
C1997878750,1,1863526.28,1863526.28,1863526.28,0.0,1.0
C199789151,1,8552.17,8552.17,8552.17,0.0,1.0
C1997892014,1,15328.89,15328.89,15328.89,0.0,1.0
C1997919292,1,110439.98,110439.98,110439.98,0.0,1.0
C1998103567,1,292.45,292.45,292.45,0.0,1.0
C1998169541,1,9877.34,9877.34,9877.34,0.0,1.0
C1998269275,1,6192.38,6192.38,6192.38,0.0,1.0
C1998338144,1,5071.75,5071.75,5071.75,0.0,1.0
C199837618,1,2298.84,2298.84,2298.84,0.0,1.0
C1998394503,1,10228.67,10228.67,10228.67,0.0,1.0
C199839837,1,3059.79,3059.79,3059.79,0.0,1.0
C199843086,1,146060.73,146060.73,146060.73,0.0,1.0
C1998511629,1,8484.52,8484.52,8484.52,0.0,1.0
C1998520661,1,219650.12,219650.12,219650.12,0.0,1.0
C199855332,1,3975.39,3975.39,3975.39,0.0,1.0
C199868206,1,9455.05,9455.05,9455.05,0.0,1.0
C1998767567,1,164.14,164.14,164.14,0.0,1.0
C1998780525,1,3420.59,3420.59,3420.59,0.0,1.0
C1998838780,1,13943.77,13943.77,13943.77,0.0,1.0
C1998845490,1,18874.09,18874.09,18874.09,0.0,1.0
C1998882269,1,12617.81,12617.81,12617.81,0.0,1.0
C1998915342,1,1514354.77,1514354.77,1514354.77,0.0,1.0
C1998941515,1,65016.19,65016.19,65016.19,0.0,1.0
C1998959095,1,67013.99,67013.99,67013.99,0.0,1.0
C1998990961,1,55861.27,55861.27,55861.27,0.0,1.0
C1998994146,1,104166.41,104166.41,104166.41,0.0,1.0
C1999036805,1,286590.92,286590.92,286590.92,0.0,1.0
C199907649,1,87.34,87.34,87.34,0.0,1.0
C19991098,1,381681.97,381681.97,381681.97,0.0,1.0
C1999135802,1,3485.64,3485.64,3485.64,0.0,1.0
C1999201838,1,277057.39,277057.39,277057.39,0.0,1.0
C1999336914,1,995457.85,995457.85,995457.85,0.0,1.0
C1999358468,1,9582.17,9582.17,9582.17,0.0,1.0
C1999434859,1,229790.53,229790.53,229790.53,0.0,1.0
C1999440973,1,47849.83,47849.83,47849.83,0.0,1.0
C1999602173,1,223094.45,223094.45,223094.45,0.0,1.0
C1999639763,1,5694.58,5694.58,5694.58,0.0,1.0
C1999653946,1,122312.38,122312.38,122312.38,0.0,1.0
C1999695752,1,5521.09,5521.09,5521.09,0.0,1.0
C1999741364,1,23126.2,23126.2,23126.2,0.0,1.0
C1999808276,1,1578.24,1578.24,1578.24,0.0,1.0
C1999877134,1,19536.7,19536.7,19536.7,0.0,1.0
C1999912071,1,1890.22,1890.22,1890.22,0.0,1.0
C199998653,1,1574.13,1574.13,1574.13,0.0,1.0
C2000005438,1,444189.44,444189.44,444189.44,0.0,1.0
C2000235631,1,310623.18,310623.18,310623.18,0.0,1.0
